epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
166,2207.12,0.53447,0.39344,0.0068,0.85834,0.86467,0.89702,0.80105,0.54851,0.58096,0.00773,0.00533286,0.00533286,0.00533286
167,2219.73,0.50341,0.36087,0.00627,0.87416,0.86245,0.91659,0.81417,0.56232,0.6012,0.00812,0.00530457,0.00530457,0.00530457
168,2232.29,0.50238,0.39555,0.00634,0.78154,0.84703,0.88918,0.7976,0.52836,0.76047,0.00748,0.00527629,0.00527629,0.00527629
169,2244.86,0.50789,0.37205,0.00631,0.82654,0.79758,0.89334,0.79036,0.54126,0.69643,0.00813,0.005248,0.005248,0.005248
170,2257.41,0.4758,0.37373,0.00576,0.85766,0.86824,0.90861,0.82115,0.57197,0.63907,0.00831,0.00521971,0.00521971,0.00521971
171,2269.99,0.49998,0.35541,0.00632,0.81312,0.86743,0.90366,0.79834,0.53659,0.6268,0.00786,0.00519143,0.00519143,0.00519143
172,2282.54,0.51891,0.37452,0.00623,0.86917,0.78136,0.90131,0.80428,0.53476,0.65611,0.00758,0.00516314,0.00516314,0.00516314
173,2295.15,0.52681,0.38965,0.00662,0.84113,0.81124,0.87759,0.77452,0.55395,0.74422,0.00795,0.00513486,0.00513486,0.00513486
174,2307.73,0.56887,0.39596,0.00733,0.78438,0.88083,0.88703,0.77212,0.58671,0.7049,0.00828,0.00510657,0.00510657,0.00510657
175,2320.22,0.53566,0.37983,0.00679,0.80213,0.86094,0.8905,0.78178,0.574,0.71796,0.00843,0.00507829,0.00507829,0.00507829
176,2332.73,0.51312,0.38756,0.00628,0.82329,0.8147,0.89779,0.79237,0.58312,0.65059,0.0089,0.00505,0.00505,0.00505
177,2345.34,0.52555,0.3795,0.00669,0.8578,0.86086,0.89449,0.81614,0.51086,0.61026,0.00721,0.00502171,0.00502171,0.00502171
178,2357.94,0.49785,0.38504,0.00602,0.84429,0.90022,0.9174,0.8229,0.55195,0.56758,0.00802,0.00499343,0.00499343,0.00499343
179,2370.51,0.51079,0.371,0.00615,0.86089,0.86404,0.91233,0.81681,0.54841,0.58558,0.00766,0.00496514,0.00496514,0.00496514
180,2383,0.47692,0.34783,0.00587,0.86289,0.88895,0.90777,0.80839,0.54698,0.62298,0.00758,0.00493686,0.00493686,0.00493686
181,2395.54,0.4818,0.34143,0.00593,0.79667,0.89492,0.90779,0.81094,0.52983,0.64171,0.00755,0.00490857,0.00490857,0.00490857
182,2408.13,0.50458,0.40327,0.0063,0.89153,0.83555,0.9128,0.80426,0.57198,0.59326,0.00847,0.00488029,0.00488029,0.00488029
