epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,3356.49,0.38424,0.22789,0.00433,0.87631,0.81917,0.92353,0.8349,0.44519,0.58851,0.00589,0.0192231,0.00640771,0.0192231,0.00640771,0.0192231,0.00640771,0.0192231,0.00640771
129,3381.96,0.37525,0.22032,0.00426,0.76476,0.86163,0.90799,0.82376,0.43459,0.65916,0.00571,0.0191383,0.00637943,0.0191383,0.00637943,0.0191383,0.00637943,0.0191383,0.00637943
130,3408.24,0.36493,0.23767,0.00422,0.83354,0.82532,0.88666,0.80533,0.45244,0.77072,0.006,0.0190534,0.00635114,0.0190534,0.00635114,0.0190534,0.00635114,0.0190534,0.00635114
131,3433.64,0.36726,0.23235,0.00445,0.85497,0.80514,0.89126,0.80711,0.45652,0.76203,0.00622,0.0189686,0.00632286,0.0189686,0.00632286,0.0189686,0.00632286,0.0189686,0.00632286
132,3459.62,0.3882,0.22769,0.00447,0.9041,0.86059,0.91834,0.83248,0.47308,0.60534,0.00631,0.0188837,0.00629457,0.0188837,0.00629457,0.0188837,0.00629457,0.0188837,0.00629457
133,3485.73,0.37503,0.23735,0.00439,0.89987,0.90051,0.92376,0.84437,0.44134,0.48653,0.00596,0.0187989,0.00626629,0.0187989,0.00626629,0.0187989,0.00626629,0.0187989,0.00626629
134,3512.89,0.36126,0.24175,0.00418,0.81722,0.83064,0.88795,0.81617,0.43099,0.64781,0.00589,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
135,3538.48,0.35698,0.23283,0.00423,0.85924,0.807,0.91132,0.84864,0.38742,0.63317,0.00521,0.0186291,0.00620971,0.0186291,0.00620971,0.0186291,0.00620971,0.0186291,0.00620971
136,3564.4,0.3565,0.26353,0.0042,0.8983,0.86917,0.92392,0.84761,0.39538,0.54456,0.00538,0.0185443,0.00618143,0.0185443,0.00618143,0.0185443,0.00618143,0.0185443,0.00618143
137,3590.18,0.35202,0.21886,0.00414,0.85435,0.86235,0.90387,0.83422,0.40686,0.60175,0.00533,0.0184594,0.00615314,0.0184594,0.00615314,0.0184594,0.00615314,0.0184594,0.00615314
138,3616.55,0.34802,0.24756,0.00407,0.92883,0.85285,0.93465,0.86518,0.39411,0.48865,0.00528,0.0183746,0.00612486,0.0183746,0.00612486,0.0183746,0.00612486,0.0183746,0.00612486
139,3642.75,0.36766,0.22948,0.00425,0.88309,0.8296,0.90996,0.81805,0.44341,0.55502,0.00638,0.0182897,0.00609657,0.0182897,0.00609657,0.0182897,0.00609657,0.0182897,0.00609657
140,3668.23,0.36804,0.22115,0.00428,0.82706,0.86792,0.89198,0.81766,0.41503,0.62792,0.00586,0.0182049,0.00606829,0.0182049,0.00606829,0.0182049,0.00606829,0.0182049,0.00606829
141,3693.69,0.3629,0.21887,0.00429,0.85679,0.90099,0.90547,0.8467,0.38276,0.55798,0.00534,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
142,3719.96,0.35784,0.2184,0.00429,0.82197,0.88226,0.89465,0.83351,0.38438,0.6626,0.0053,0.0180351,0.00601171,0.0180351,0.00601171,0.0180351,0.00601171,0.0180351,0.00601171
143,3745.91,0.36462,0.2151,0.00416,0.79326,0.87328,0.87387,0.80721,0.40926,0.70822,0.00545,0.0179503,0.00598343,0.0179503,0.00598343,0.0179503,0.00598343,0.0179503,0.00598343
144,3771.38,0.35846,0.20859,0.00419,0.82789,0.87984,0.90367,0.83093,0.42358,0.64411,0.00567,0.0178654,0.00595514,0.0178654,0.00595514,0.0178654,0.00595514,0.0178654,0.00595514
145,3797.39,0.35131,0.20418,0.00424,0.87336,0.76277,0.89434,0.82111,0.40975,0.70308,0.00551,0.0177806,0.00592686,0.0177806,0.00592686,0.0177806,0.00592686,0.0177806,0.00592686
146,3823.82,0.36755,0.19415,0.00441,0.88476,0.84929,0.91772,0.84867,0.42691,0.64921,0.00586,0.0176957,0.00589857,0.0176957,0.00589857,0.0176957,0.00589857,0.0176957,0.00589857
147,3849.48,0.35891,0.2079,0.0041,0.76846,0.90934,0.91266,0.83766,0.43596,0.55821,0.00597,0.0176109,0.00587029,0.0176109,0.00587029,0.0176109,0.00587029,0.0176109,0.00587029
148,3875.26,0.35586,0.22477,0.00418,0.8807,0.85534,0.90857,0.83428,0.41056,0.60283,0.00547,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
149,3900.8,0.35121,0.21962,0.00405,0.8586,0.83841,0.89584,0.82534,0.39899,0.6163,0.00524,0.0174411,0.00581371,0.0174411,0.00581371,0.0174411,0.00581371,0.0174411,0.00581371
150,3926.49,0.35118,0.24312,0.00413,0.90479,0.81602,0.89866,0.83421,0.39406,0.62194,0.0054,0.0173563,0.00578543,0.0173563,0.00578543,0.0173563,0.00578543,0.0173563,0.00578543
151,3952.39,0.33816,0.225,0.00395,0.91493,0.88934,0.93952,0.86303,0.40625,0.4363,0.00548,0.0172714,0.00575714,0.0172714,0.00575714,0.0172714,0.00575714,0.0172714,0.00575714
152,3977.25,0.34714,0.22467,0.00381,0.94482,0.86987,0.93876,0.86931,0.42753,0.42565,0.00576,0.0171866,0.00572886,0.0171866,0.00572886,0.0171866,0.00572886,0.0171866,0.00572886
153,4003,0.32791,0.19898,0.00379,0.89688,0.87843,0.95684,0.8817,0.41718,0.39392,0.00545,0.0171017,0.00570057,0.0171017,0.00570057,0.0171017,0.00570057,0.0171017,0.00570057
154,4030.12,0.33137,0.22552,0.00387,0.87121,0.83132,0.94264,0.86943,0.39623,0.48709,0.00531,0.0170169,0.00567229,0.0170169,0.00567229,0.0170169,0.00567229,0.0170169,0.00567229
155,4055.67,0.32961,0.24755,0.00372,0.86398,0.88518,0.9312,0.85702,0.40162,0.53561,0.00545,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
156,4081.23,0.32793,0.21228,0.00385,0.84791,0.87173,0.9357,0.86774,0.40359,0.50597,0.00536,0.0168471,0.00561571,0.0168471,0.00561571,0.0168471,0.00561571,0.0168471,0.00561571
157,4106.75,0.32224,0.21963,0.00373,0.86546,0.86723,0.9477,0.87907,0.40382,0.48974,0.00538,0.0167623,0.00558743,0.0167623,0.00558743,0.0167623,0.00558743,0.0167623,0.00558743
158,4132.7,0.32611,0.20251,0.00371,0.88981,0.84654,0.93622,0.86661,0.41278,0.54095,0.00558,0.0166774,0.00555914,0.0166774,0.00555914,0.0166774,0.00555914,0.0166774,0.00555914
159,4158.31,0.31366,0.21762,0.00369,0.83009,0.89518,0.92707,0.85621,0.41415,0.60829,0.00564,0.0165926,0.00553086,0.0165926,0.00553086,0.0165926,0.00553086,0.0165926,0.00553086
160,4183.61,0.32432,0.18511,0.00383,0.85795,0.88921,0.93047,0.85825,0.41341,0.56663,0.00565,0.0165077,0.00550257,0.0165077,0.00550257,0.0165077,0.00550257,0.0165077,0.00550257
161,4209.31,0.33115,0.23859,0.00367,0.82775,0.86946,0.93092,0.85217,0.41404,0.52407,0.00557,0.0164229,0.00547429,0.0164229,0.00547429,0.0164229,0.00547429,0.0164229,0.00547429
162,4235.13,0.32129,0.17101,0.00376,0.89672,0.81544,0.9224,0.84364,0.39723,0.62608,0.00534,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
163,4260.5,0.32014,0.19345,0.0036,0.89108,0.82136,0.89792,0.82797,0.40554,0.7307,0.00544,0.0162531,0.00541771,0.0162531,0.00541771,0.0162531,0.00541771,0.0162531,0.00541771
164,4285.57,0.33856,0.19892,0.00401,0.79622,0.89996,0.88679,0.81957,0.38831,0.65341,0.00525,0.0161683,0.00538943,0.0161683,0.00538943,0.0161683,0.00538943,0.0161683,0.00538943
165,4311.03,0.31172,0.19996,0.0035,0.83069,0.86979,0.90597,0.83927,0.37336,0.61739,0.00512,0.0160834,0.00536114,0.0160834,0.00536114,0.0160834,0.00536114,0.0160834,0.00536114
166,4336.91,0.31372,0.17749,0.00361,0.81707,0.89755,0.93675,0.87376,0.3678,0.50373,0.00497,0.0159986,0.00533286,0.0159986,0.00533286,0.0159986,0.00533286,0.0159986,0.00533286
167,4362.45,0.31071,0.19529,0.00361,0.84037,0.8624,0.91182,0.85711,0.36972,0.57053,0.00502,0.0159137,0.00530457,0.0159137,0.00530457,0.0159137,0.00530457,0.0159137,0.00530457
168,4387.32,0.30592,0.17295,0.0037,0.85089,0.82961,0.91234,0.85277,0.37529,0.61313,0.00501,0.0158289,0.00527629,0.0158289,0.00527629,0.0158289,0.00527629,0.0158289,0.00527629
169,4412.97,0.31542,0.17206,0.00376,0.8458,0.85726,0.90324,0.84247,0.37368,0.66979,0.005,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
170,4438.76,0.30911,0.17555,0.0035,0.81762,0.8615,0.89975,0.84508,0.3769,0.62035,0.00514,0.0156591,0.00521971,0.0156591,0.00521971,0.0156591,0.00521971,0.0156591,0.00521971
171,4464.36,0.30508,0.19945,0.0035,0.89242,0.85993,0.92958,0.87118,0.39096,0.48725,0.00513,0.0155743,0.00519143,0.0155743,0.00519143,0.0155743,0.00519143,0.0155743,0.00519143
172,4489.66,0.31705,0.18425,0.00348,0.91343,0.84398,0.92786,0.86231,0.40001,0.52791,0.0054,0.0154894,0.00516314,0.0154894,0.00516314,0.0154894,0.00516314,0.0154894,0.00516314
173,4515.47,0.30428,0.18403,0.00352,0.88055,0.87336,0.93312,0.87134,0.37959,0.55657,0.00512,0.0154046,0.00513486,0.0154046,0.00513486,0.0154046,0.00513486,0.0154046,0.00513486
174,4540.96,0.30342,0.19046,0.0035,0.90919,0.87779,0.93633,0.87613,0.36897,0.51668,0.00493,0.0153197,0.00510657,0.0153197,0.00510657,0.0153197,0.00510657,0.0153197,0.00510657
175,4566.69,0.29758,0.17007,0.00345,0.90151,0.86667,0.92922,0.8672,0.38425,0.56057,0.00502,0.0152349,0.00507829,0.0152349,0.00507829,0.0152349,0.00507829,0.0152349,0.00507829
176,4591.95,0.30727,0.19696,0.00353,0.846,0.89275,0.90915,0.85232,0.37592,0.65061,0.00525,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
177,4617.62,0.30484,0.19426,0.00343,0.89161,0.89512,0.94765,0.87817,0.39447,0.45489,0.00535,0.0150651,0.00502171,0.0150651,0.00502171,0.0150651,0.00502171,0.0150651,0.00502171
178,4643.05,0.30405,0.16579,0.00338,0.91914,0.90176,0.94669,0.88862,0.36691,0.43011,0.00492,0.0149803,0.00499343,0.0149803,0.00499343,0.0149803,0.00499343,0.0149803,0.00499343
179,4668.72,0.29514,0.14982,0.0033,0.9057,0.85657,0.92131,0.85746,0.39294,0.58435,0.0052,0.0148954,0.00496514,0.0148954,0.00496514,0.0148954,0.00496514,0.0148954,0.00496514
180,4693.85,0.30307,0.17107,0.00348,0.82313,0.88361,0.91835,0.85363,0.3851,0.62865,0.00504,0.0148106,0.00493686,0.0148106,0.00493686,0.0148106,0.00493686,0.0148106,0.00493686
181,4719.97,0.28624,0.1773,0.00327,0.85205,0.86662,0.93482,0.8738,0.3773,0.59098,0.00505,0.0147257,0.00490857,0.0147257,0.00490857,0.0147257,0.00490857,0.0147257,0.00490857
182,4745.5,0.30233,0.17548,0.0035,0.84848,0.90602,0.96305,0.89392,0.39182,0.44512,0.00525,0.0146409,0.00488029,0.0146409,0.00488029,0.0146409,0.00488029,0.0146409,0.00488029
183,4771.35,0.29012,0.1726,0.00348,0.87668,0.90637,0.93899,0.87388,0.3706,0.45791,0.00495,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
184,4796.18,0.29653,0.17024,0.00342,0.89037,0.88199,0.94149,0.87296,0.38934,0.47454,0.00527,0.0144711,0.00482371,0.0144711,0.00482371,0.0144711,0.00482371,0.0144711,0.00482371
185,4822.16,0.28724,0.15024,0.00326,0.9264,0.82923,0.93783,0.86938,0.37681,0.45497,0.00508,0.0143863,0.00479543,0.0143863,0.00479543,0.0143863,0.00479543,0.0143863,0.00479543
186,4847.64,0.29251,0.18583,0.00327,0.87088,0.8284,0.92611,0.86219,0.38686,0.54522,0.00513,0.0143014,0.00476714,0.0143014,0.00476714,0.0143014,0.00476714,0.0143014,0.00476714
187,4873.42,0.30416,0.17495,0.00353,0.91722,0.82625,0.94617,0.88327,0.38606,0.46771,0.00513,0.0142166,0.00473886,0.0142166,0.00473886,0.0142166,0.00473886,0.0142166,0.00473886
188,4898.21,0.28614,0.16177,0.00326,0.89865,0.84145,0.93763,0.87435,0.38204,0.50721,0.00508,0.0141317,0.00471057,0.0141317,0.00471057,0.0141317,0.00471057,0.0141317,0.00471057
189,4924.68,0.29609,0.16931,0.00332,0.87781,0.83453,0.90668,0.83764,0.38511,0.6256,0.0052,0.0140469,0.00468229,0.0140469,0.00468229,0.0140469,0.00468229,0.0140469,0.00468229
190,4949.92,0.27846,0.14399,0.00301,0.89452,0.81971,0.90377,0.84788,0.36362,0.56975,0.00492,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
191,4976.06,0.28397,0.17218,0.00316,0.94197,0.80341,0.9164,0.85338,0.35762,0.55384,0.00496,0.0138771,0.00462571,0.0138771,0.00462571,0.0138771,0.00462571,0.0138771,0.00462571
192,5001.45,0.27861,0.18084,0.00319,0.83867,0.89561,0.91675,0.85153,0.37123,0.60339,0.00502,0.0137923,0.00459743,0.0137923,0.00459743,0.0137923,0.00459743,0.0137923,0.00459743
193,5027.79,0.28501,0.15771,0.00329,0.90557,0.82276,0.93756,0.87372,0.37826,0.52257,0.0052,0.0137074,0.00456914,0.0137074,0.00456914,0.0137074,0.00456914,0.0137074,0.00456914
194,5053.04,0.27494,0.15993,0.00295,0.93183,0.87656,0.95228,0.89036,0.37874,0.44893,0.00519,0.0136226,0.00454086,0.0136226,0.00454086,0.0136226,0.00454086,0.0136226,0.00454086
195,5079.05,0.27611,0.15154,0.00317,0.89447,0.8872,0.93668,0.8696,0.37836,0.50748,0.00507,0.0135377,0.00451257,0.0135377,0.00451257,0.0135377,0.00451257,0.0135377,0.00451257
196,5103.44,0.27429,0.13936,0.00297,0.90808,0.82515,0.92059,0.85484,0.36948,0.59674,0.00498,0.0134529,0.00448429,0.0134529,0.00448429,0.0134529,0.00448429,0.0134529,0.00448429
197,5123.78,0.27973,0.15394,0.00304,0.87458,0.85775,0.90307,0.84195,0.36771,0.70336,0.00495,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
198,5144.25,0.27507,0.1518,0.00314,0.87213,0.81092,0.89674,0.8362,0.36894,0.70485,0.00495,0.0132831,0.00442771,0.0132831,0.00442771,0.0132831,0.00442771,0.0132831,0.00442771
199,5164.42,0.25769,0.1482,0.00282,0.90947,0.87954,0.93489,0.86874,0.35811,0.50013,0.00481,0.0131983,0.00439943,0.0131983,0.00439943,0.0131983,0.00439943,0.0131983,0.00439943
200,5184.29,0.26829,0.14208,0.00292,0.93147,0.92097,0.93349,0.8662,0.36614,0.45549,0.00486,0.0131134,0.00437114,0.0131134,0.00437114,0.0131134,0.00437114,0.0131134,0.00437114
201,5204.44,0.25768,0.13773,0.00293,0.9103,0.88768,0.93789,0.87427,0.35908,0.50876,0.00486,0.0130286,0.00434286,0.0130286,0.00434286,0.0130286,0.00434286,0.0130286,0.00434286
202,5224.7,0.26421,0.15185,0.00295,0.93698,0.86488,0.94683,0.88066,0.35627,0.46423,0.00477,0.0129437,0.00431457,0.0129437,0.00431457,0.0129437,0.00431457,0.0129437,0.00431457
203,5244.87,0.25912,0.12904,0.00284,0.93423,0.81855,0.94102,0.8868,0.35733,0.47996,0.00479,0.0128589,0.00428629,0.0128589,0.00428629,0.0128589,0.00428629,0.0128589,0.00428629
204,5264.76,0.25561,0.13024,0.00295,0.84328,0.85087,0.92733,0.87602,0.36221,0.57284,0.00494,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
205,5284.9,0.24702,0.1171,0.00281,0.89542,0.82565,0.91989,0.85841,0.35669,0.60638,0.00474,0.0126891,0.00422971,0.0126891,0.00422971,0.0126891,0.00422971,0.0126891,0.00422971
206,5305.02,0.25769,0.1433,0.00295,0.87604,0.84364,0.92318,0.86785,0.34667,0.59459,0.00467,0.0126043,0.00420143,0.0126043,0.00420143,0.0126043,0.00420143,0.0126043,0.00420143
207,5325.17,0.24496,0.14479,0.00279,0.84648,0.8428,0.90511,0.84773,0.35545,0.72414,0.00477,0.0125194,0.00417314,0.0125194,0.00417314,0.0125194,0.00417314,0.0125194,0.00417314
208,5345,0.25975,0.13265,0.0029,0.87318,0.87178,0.93459,0.86801,0.35898,0.53607,0.00481,0.0124346,0.00414486,0.0124346,0.00414486,0.0124346,0.00414486,0.0124346,0.00414486
209,5365.63,0.26008,0.13108,0.00279,0.86983,0.86996,0.93874,0.87184,0.37969,0.52599,0.00509,0.0123497,0.00411657,0.0123497,0.00411657,0.0123497,0.00411657,0.0123497,0.00411657
210,5385.89,0.24741,0.14355,0.00286,0.79022,0.91788,0.92698,0.86246,0.36516,0.65006,0.00484,0.0122649,0.00408829,0.0122649,0.00408829,0.0122649,0.00408829,0.0122649,0.00408829
211,5406.02,0.2451,0.13656,0.00277,0.77925,0.92579,0.90232,0.84159,0.36089,0.68772,0.00486,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
212,5425.86,0.24101,0.1186,0.00283,0.84321,0.81185,0.92359,0.86825,0.34843,0.64252,0.00468,0.0120951,0.00403171,0.0120951,0.00403171,0.0120951,0.00403171,0.0120951,0.00403171
213,5446.03,0.24568,0.14801,0.00267,0.85098,0.90348,0.93923,0.87766,0.35468,0.48925,0.00475,0.0120103,0.00400343,0.0120103,0.00400343,0.0120103,0.00400343,0.0120103,0.00400343
214,5466.18,0.24489,0.13626,0.00272,0.86526,0.9029,0.92424,0.85853,0.36527,0.5665,0.00486,0.0119254,0.00397514,0.0119254,0.00397514,0.0119254,0.00397514,0.0119254,0.00397514
215,5486.29,0.24975,0.152,0.00278,0.88464,0.87566,0.92795,0.87235,0.35243,0.56549,0.00479,0.0118406,0.00394686,0.0118406,0.00394686,0.0118406,0.00394686,0.0118406,0.00394686
216,5506.11,0.24368,0.13153,0.00273,0.82141,0.91115,0.92412,0.85947,0.36193,0.61006,0.00482,0.0117557,0.00391857,0.0117557,0.00391857,0.0117557,0.00391857,0.0117557,0.00391857
217,5526.23,0.23781,0.12115,0.00256,0.87464,0.85054,0.91547,0.85266,0.36843,0.71707,0.00498,0.0116709,0.00389029,0.0116709,0.00389029,0.0116709,0.00389029,0.0116709,0.00389029
218,5546.35,0.24684,0.14208,0.00271,0.86032,0.86128,0.93321,0.87102,0.36391,0.60153,0.00491,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
219,5566.47,0.24487,0.13992,0.0027,0.9129,0.89036,0.9551,0.89579,0.34658,0.4247,0.00457,0.0115011,0.00383371,0.0115011,0.00383371,0.0115011,0.00383371,0.0115011,0.00383371
220,5586.4,0.25336,0.14219,0.00278,0.87712,0.92616,0.95589,0.88659,0.34648,0.41863,0.00462,0.0114163,0.00380543,0.0114163,0.00380543,0.0114163,0.00380543,0.0114163,0.00380543
221,5606.48,0.25323,0.12518,0.00279,0.87247,0.88628,0.94816,0.88892,0.34626,0.49056,0.00462,0.0113314,0.00377714,0.0113314,0.00377714,0.0113314,0.00377714,0.0113314,0.00377714
222,5626.59,0.24699,0.11764,0.0027,0.91258,0.86369,0.93215,0.87043,0.33109,0.50679,0.00447,0.0112466,0.00374886,0.0112466,0.00374886,0.0112466,0.00374886,0.0112466,0.00374886
223,5646.7,0.22738,0.11339,0.00254,0.87232,0.90588,0.92875,0.87445,0.33242,0.50416,0.00448,0.0111617,0.00372057,0.0111617,0.00372057,0.0111617,0.00372057,0.0111617,0.00372057
224,5666.52,0.23518,0.11286,0.00255,0.86888,0.86573,0.94164,0.88723,0.33747,0.51886,0.00462,0.0110769,0.00369229,0.0110769,0.00369229,0.0110769,0.00369229,0.0110769,0.00369229
225,5686.61,0.23244,0.12723,0.00253,0.84121,0.89323,0.94191,0.8868,0.33316,0.57612,0.00454,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
226,5706.74,0.23689,0.11986,0.00274,0.89483,0.85197,0.94247,0.88318,0.3464,0.55559,0.00464,0.0109071,0.00363571,0.0109071,0.00363571,0.0109071,0.00363571,0.0109071,0.00363571
227,5726.85,0.22426,0.11507,0.00249,0.8526,0.88181,0.93539,0.87855,0.34278,0.57691,0.00456,0.0108223,0.00360743,0.0108223,0.00360743,0.0108223,0.00360743,0.0108223,0.00360743
228,5746.67,0.23516,0.14337,0.00262,0.9004,0.85443,0.93588,0.88499,0.33871,0.61475,0.00462,0.0107374,0.00357914,0.0107374,0.00357914,0.0107374,0.00357914,0.0107374,0.00357914
229,5766.83,0.22611,0.12167,0.0025,0.86291,0.86519,0.93344,0.8795,0.33098,0.61745,0.00443,0.0106526,0.00355086,0.0106526,0.00355086,0.0106526,0.00355086,0.0106526,0.00355086
230,5786.93,0.23479,0.11641,0.00269,0.84889,0.90511,0.95864,0.89874,0.34372,0.46397,0.00461,0.0105677,0.00352257,0.0105677,0.00352257,0.0105677,0.00352257,0.0105677,0.00352257
231,5807.14,0.23041,0.12005,0.00252,0.93012,0.88234,0.96274,0.91202,0.33897,0.37783,0.00461,0.0104829,0.00349429,0.0104829,0.00349429,0.0104829,0.00349429,0.0104829,0.00349429
232,5827.05,0.21476,0.11602,0.00242,0.93328,0.89698,0.96243,0.90892,0.35414,0.38043,0.00478,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
233,5847.13,0.21739,0.09958,0.00241,0.89665,0.90262,0.95667,0.89828,0.34463,0.40669,0.00466,0.0103131,0.00343771,0.0103131,0.00343771,0.0103131,0.00343771,0.0103131,0.00343771
234,5867.24,0.21135,0.11366,0.0024,0.88244,0.90632,0.95152,0.89466,0.33764,0.38482,0.00457,0.0102283,0.00340943,0.0102283,0.00340943,0.0102283,0.00340943,0.0102283,0.00340943
235,5887.35,0.22001,0.14335,0.00251,0.93688,0.87405,0.94371,0.88357,0.33379,0.41294,0.00442,0.0101434,0.00338114,0.0101434,0.00338114,0.0101434,0.00338114,0.0101434,0.00338114
236,5907.14,0.22447,0.12316,0.00255,0.90473,0.90103,0.94619,0.89,0.33205,0.40183,0.00451,0.0100586,0.00335286,0.0100586,0.00335286,0.0100586,0.00335286,0.0100586,0.00335286
237,5927.59,0.21208,0.13487,0.00239,0.8608,0.92392,0.94182,0.88939,0.32785,0.43173,0.00448,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
238,5947.66,0.21997,0.10977,0.0024,0.88664,0.91973,0.94491,0.8925,0.32001,0.41261,0.00427,0.00988886,0.00329629,0.00988886,0.00329629,0.00988886,0.00329629,0.00988886,0.00329629
239,5967.77,0.22338,0.12467,0.00252,0.88532,0.92115,0.9462,0.89302,0.33034,0.44405,0.00435,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
240,5987.57,0.21762,0.1328,0.00235,0.83163,0.92863,0.93676,0.87943,0.33995,0.54913,0.00452,0.00971914,0.00323971,0.00971914,0.00323971,0.00971914,0.00323971,0.00971914,0.00323971
241,6007.67,0.20877,0.10846,0.00245,0.8835,0.89325,0.94214,0.88609,0.34267,0.46804,0.00466,0.00963429,0.00321143,0.00963429,0.00321143,0.00963429,0.00321143,0.00963429,0.00321143
242,6027.78,0.22651,0.12634,0.00261,0.91444,0.90138,0.94759,0.88566,0.34865,0.43154,0.0048,0.00954943,0.00318314,0.00954943,0.00318314,0.00954943,0.00318314,0.00954943,0.00318314
243,6047.91,0.21642,0.11386,0.00252,0.88521,0.89456,0.93932,0.88201,0.34396,0.50637,0.00475,0.00946457,0.00315486,0.00946457,0.00315486,0.00946457,0.00315486,0.00946457,0.00315486
244,6067.72,0.20889,0.11292,0.00237,0.89457,0.85937,0.93391,0.87903,0.34166,0.52261,0.00467,0.00937971,0.00312657,0.00937971,0.00312657,0.00937971,0.00312657,0.00937971,0.00312657
245,6087.82,0.19765,0.13522,0.00226,0.83895,0.91614,0.9303,0.873,0.33475,0.52381,0.00459,0.00929486,0.00309829,0.00929486,0.00309829,0.00929486,0.00309829,0.00929486,0.00309829
246,6107.96,0.20456,0.10997,0.00232,0.92453,0.87186,0.9443,0.89209,0.33009,0.4663,0.00449,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
247,6128.07,0.20723,0.10801,0.0025,0.87681,0.92724,0.94698,0.89668,0.32187,0.42674,0.00437,0.00912514,0.00304171,0.00912514,0.00304171,0.00912514,0.00304171,0.00912514,0.00304171
248,6147.87,0.20839,0.12848,0.00228,0.92116,0.92172,0.9561,0.89657,0.32726,0.37051,0.00441,0.00904029,0.00301343,0.00904029,0.00301343,0.00904029,0.00301343,0.00904029,0.00301343
249,6167.99,0.20374,0.11397,0.00215,0.88715,0.91509,0.95042,0.89932,0.3277,0.3816,0.00447,0.00895543,0.00298514,0.00895543,0.00298514,0.00895543,0.00298514,0.00895543,0.00298514
250,6188.09,0.21293,0.11021,0.00233,0.91829,0.91255,0.94934,0.89316,0.32653,0.39819,0.00442,0.00887057,0.00295686,0.00887057,0.00295686,0.00887057,0.00295686,0.00887057,0.00295686
251,6208.19,0.20593,0.1254,0.00222,0.94078,0.88645,0.94732,0.89931,0.33351,0.4338,0.00456,0.00878571,0.00292857,0.00878571,0.00292857,0.00878571,0.00292857,0.00878571,0.00292857
252,6228.12,0.20043,0.1079,0.00224,0.83542,0.95518,0.94765,0.8966,0.34259,0.48818,0.00468,0.00870086,0.00290029,0.00870086,0.00290029,0.00870086,0.00290029,0.00870086,0.00290029
253,6248.23,0.20344,0.1059,0.0023,0.86417,0.93486,0.94497,0.88892,0.32312,0.49623,0.0044,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
254,6268.33,0.19288,0.10323,0.00214,0.89735,0.88618,0.95702,0.89683,0.33477,0.52735,0.00457,0.00853114,0.00284371,0.00853114,0.00284371,0.00853114,0.00284371,0.00853114,0.00284371
255,6288.43,0.21093,0.11923,0.00225,0.89689,0.888,0.94908,0.89299,0.34357,0.56231,0.00464,0.00844629,0.00281543,0.00844629,0.00281543,0.00844629,0.00281543,0.00844629,0.00281543
256,6308.23,0.20564,0.10259,0.00221,0.8896,0.88057,0.93872,0.88262,0.33968,0.60543,0.00459,0.00836143,0.00278714,0.00836143,0.00278714,0.00836143,0.00278714,0.00836143,0.00278714
257,6328.33,0.19525,0.10968,0.00202,0.90971,0.8476,0.93359,0.88232,0.33572,0.59802,0.00453,0.00827657,0.00275886,0.00827657,0.00275886,0.00827657,0.00275886,0.00827657,0.00275886
258,6348.42,0.19689,0.102,0.00213,0.89292,0.87242,0.93312,0.88824,0.33581,0.57587,0.00451,0.00819171,0.00273057,0.00819171,0.00273057,0.00819171,0.00273057,0.00819171,0.00273057
259,6368.53,0.19428,0.10805,0.00215,0.88208,0.85919,0.9299,0.87697,0.33225,0.60945,0.00442,0.00810686,0.00270229,0.00810686,0.00270229,0.00810686,0.00270229,0.00810686,0.00270229
260,6388.33,0.19345,0.11256,0.00204,0.88604,0.85309,0.94054,0.89045,0.32846,0.58842,0.00439,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
