epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,250.997,0.81042,1.52448,0.00969,0.37443,0.623,0.55503,0.46148,0.74825,1.472,0.01061,0.0290666,0.00968886,0.0290666,0.00968886,0.0290666,0.00968886,0.0290666,0.00968886
13,272.268,0.76878,1.43721,0.00933,0.58431,0.61849,0.64861,0.54054,0.68906,1.26541,0.00975,0.0289817,0.00966057,0.0289817,0.00966057,0.0289817,0.00966057,0.0289817,0.00966057
14,293.944,0.77326,1.29752,0.00958,0.507,0.66048,0.63231,0.52927,0.74869,1.36876,0.01095,0.0288969,0.00963229,0.0288969,0.00963229,0.0288969,0.00963229,0.0288969,0.00963229
15,316.141,0.78285,1.29583,0.00962,0.41099,0.78406,0.65707,0.56075,0.67261,1.20276,0.00948,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
16,338.961,0.78207,1.20516,0.00972,0.52479,0.61126,0.61438,0.51602,0.7341,1.15809,0.01066,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571,0.0287271,0.00957571
17,360.659,0.70568,1.08992,0.0085,0.51281,0.6329,0.65346,0.56498,0.63641,1.1307,0.00903,0.0286423,0.00954743,0.0286423,0.00954743,0.0286423,0.00954743,0.0286423,0.00954743
18,381.935,0.73436,1.11187,0.0091,0.50412,0.78424,0.65923,0.56323,0.66775,1.19917,0.01023,0.0285574,0.00951914,0.0285574,0.00951914,0.0285574,0.00951914,0.0285574,0.00951914
19,403.638,0.71376,1.06106,0.00867,0.66139,0.66027,0.73835,0.64021,0.64059,0.93014,0.00872,0.0284726,0.00949086,0.0284726,0.00949086,0.0284726,0.00949086,0.0284726,0.00949086
20,422.909,0.68358,0.972,0.00781,0.64234,0.69726,0.73053,0.62662,0.60971,1.02655,0.00843,0.0283877,0.00946257,0.0283877,0.00946257,0.0283877,0.00946257,0.0283877,0.00946257
21,444.351,0.71783,1.00601,0.00851,0.66255,0.6914,0.72317,0.62678,0.60042,1.0783,0.00849,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429,0.0283029,0.00943429
22,464.07,0.71262,0.92259,0.00827,0.64814,0.72971,0.73248,0.63477,0.56195,0.9635,0.00804,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
23,486.714,0.67651,0.8969,0.0081,0.65771,0.72203,0.72393,0.64239,0.60186,1.03176,0.00844,0.0281331,0.00937771,0.0281331,0.00937771,0.0281331,0.00937771,0.0281331,0.00937771
24,507.997,0.72257,0.94477,0.0083,0.58067,0.75334,0.68391,0.59004,0.67938,1.08938,0.00943,0.0280483,0.00934943,0.0280483,0.00934943,0.0280483,0.00934943,0.0280483,0.00934943
25,525.26,0.68778,0.91021,0.00818,0.75851,0.63559,0.7703,0.66759,0.63805,0.87522,0.00892,0.0279634,0.00932114,0.0279634,0.00932114,0.0279634,0.00932114,0.0279634,0.00932114
26,538.834,0.65966,0.86286,0.00788,0.63501,0.80239,0.81174,0.6866,0.68862,0.80885,0.00967,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286,0.0278786,0.00929286
27,556.599,0.69051,0.89389,0.00826,0.65599,0.72347,0.7873,0.66946,0.66046,0.90101,0.00942,0.0277937,0.00926457,0.0277937,0.00926457,0.0277937,0.00926457,0.0277937,0.00926457
28,578.187,0.67087,0.92424,0.00799,0.68905,0.75845,0.77857,0.67164,0.6139,0.81981,0.00866,0.0277089,0.00923629,0.0277089,0.00923629,0.0277089,0.00923629,0.0277089,0.00923629
29,600.278,0.65324,0.80644,0.00791,0.63385,0.69937,0.7463,0.61301,0.70866,1.07097,0.00947,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
30,622.231,0.65486,0.78765,0.00767,0.67239,0.68015,0.73975,0.65534,0.55213,1.02433,0.00728,0.0275391,0.00917971,0.0275391,0.00917971,0.0275391,0.00917971,0.0275391,0.00917971
31,643.501,0.65286,0.70462,0.00784,0.73491,0.68411,0.77327,0.66852,0.60847,0.9596,0.00843,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143,0.0274543,0.00915143
32,665.441,0.66323,0.72771,0.00771,0.7207,0.696,0.80596,0.69916,0.61169,0.84928,0.00846,0.0273694,0.00912314,0.0273694,0.00912314,0.0273694,0.00912314,0.0273694,0.00912314
33,687.961,0.60454,0.70253,0.00703,0.5725,0.83517,0.77608,0.66223,0.59082,0.89994,0.00794,0.0272846,0.00909486,0.0272846,0.00909486,0.0272846,0.00909486,0.0272846,0.00909486
34,709.395,0.62945,0.71246,0.00747,0.63727,0.72304,0.76,0.66939,0.56546,0.86749,0.00768,0.0271997,0.00906657,0.0271997,0.00906657,0.0271997,0.00906657,0.0271997,0.00906657
35,731.28,0.61818,0.70052,0.00764,0.71506,0.72547,0.7808,0.67597,0.581,0.89268,0.00814,0.0271149,0.00903829,0.0271149,0.00903829,0.0271149,0.00903829,0.0271149,0.00903829
36,749.775,0.63027,0.68545,0.00736,0.75097,0.63375,0.74555,0.66184,0.5341,1.0028,0.00756,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
37,770.653,0.60393,0.67895,0.00731,0.82958,0.65913,0.77553,0.67468,0.57384,0.96223,0.00783,0.0269451,0.00898171,0.0269451,0.00898171,0.0269451,0.00898171,0.0269451,0.00898171
38,788.857,0.61065,0.67388,0.00721,0.83757,0.69056,0.80089,0.7142,0.50869,0.83301,0.00667,0.0268603,0.00895343,0.0268603,0.00895343,0.0268603,0.00895343,0.0268603,0.00895343
39,810.118,0.64684,0.60999,0.00755,0.68164,0.76643,0.81028,0.73053,0.54527,0.85639,0.00732,0.0267754,0.00892514,0.0267754,0.00892514,0.0267754,0.00892514,0.0267754,0.00892514
40,830.025,0.62946,0.66004,0.00717,0.70585,0.80051,0.83714,0.75045,0.53854,0.79102,0.00697,0.0266906,0.00889686,0.0266906,0.00889686,0.0266906,0.00889686,0.0266906,0.00889686
41,850.613,0.62855,0.63007,0.00718,0.62313,0.75924,0.80577,0.70355,0.56864,0.84306,0.00743,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857,0.0266057,0.00886857
42,871.729,0.60099,0.6264,0.00686,0.72902,0.82824,0.85797,0.76014,0.5439,0.71456,0.00777,0.0265209,0.00884029,0.0265209,0.00884029,0.0265209,0.00884029,0.0265209,0.00884029
43,892.146,0.59677,0.62091,0.00682,0.77708,0.7148,0.82107,0.72663,0.55881,0.7656,0.00731,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
44,912.933,0.60166,0.57093,0.00715,0.75824,0.7406,0.80254,0.70818,0.56266,0.90728,0.00774,0.0263511,0.00878371,0.0263511,0.00878371,0.0263511,0.00878371,0.0263511,0.00878371
45,934.574,0.60199,0.58679,0.0072,0.73484,0.82016,0.83554,0.74835,0.5258,0.71333,0.00749,0.0262663,0.00875543,0.0262663,0.00875543,0.0262663,0.00875543,0.0262663,0.00875543
46,956.235,0.59584,0.5631,0.00703,0.77553,0.75887,0.81458,0.71977,0.57065,0.78445,0.00731,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714,0.0261814,0.00872714
47,978.192,0.59474,0.53944,0.00696,0.84997,0.73674,0.85721,0.75356,0.57658,0.70363,0.00793,0.0260966,0.00869886,0.0260966,0.00869886,0.0260966,0.00869886,0.0260966,0.00869886
48,999.034,0.58799,0.54365,0.00668,0.65397,0.77864,0.80582,0.73097,0.49735,0.9377,0.00644,0.0260117,0.00867057,0.0260117,0.00867057,0.0260117,0.00867057,0.0260117,0.00867057
49,1020.52,0.58052,0.57409,0.00688,0.74121,0.76402,0.82076,0.74517,0.49341,0.82623,0.00675,0.0259269,0.00864229,0.0259269,0.00864229,0.0259269,0.00864229,0.0259269,0.00864229
50,1041.84,0.53938,0.55643,0.00642,0.82066,0.68232,0.79506,0.69757,0.57183,0.90895,0.00749,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
51,1063.29,0.57724,0.5131,0.00691,0.7198,0.78356,0.79717,0.70979,0.52264,0.82924,0.00702,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571,0.0257571,0.00858571
52,1084.16,0.56746,0.52987,0.00676,0.78525,0.71424,0.80837,0.71753,0.52073,0.8746,0.00719,0.0256723,0.00855743,0.0256723,0.00855743,0.0256723,0.00855743,0.0256723,0.00855743
53,1105.82,0.57475,0.56613,0.00665,0.78297,0.78742,0.82226,0.73209,0.55434,0.83713,0.00751,0.0255874,0.00852914,0.0255874,0.00852914,0.0255874,0.00852914,0.0255874,0.00852914
54,1127.02,0.58731,0.58207,0.00674,0.62811,0.79346,0.7793,0.69973,0.53887,0.84596,0.00725,0.0255026,0.00850086,0.0255026,0.00850086,0.0255026,0.00850086,0.0255026,0.00850086
55,1148.32,0.56339,0.5006,0.00622,0.70861,0.76746,0.81116,0.70719,0.56348,0.86453,0.0076,0.0254177,0.00847257,0.0254177,0.00847257,0.0254177,0.00847257,0.0254177,0.00847257
56,1168.94,0.55047,0.54137,0.00635,0.67364,0.75113,0.79517,0.70923,0.55276,0.89824,0.00758,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429,0.0253329,0.00844429
57,1189.46,0.54771,0.50512,0.00641,0.73905,0.85759,0.85569,0.77374,0.49177,0.76599,0.00653,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
58,1210.64,0.54679,0.48437,0.0063,0.81811,0.76392,0.84767,0.77293,0.47024,0.7448,0.00631,0.0251631,0.00838771,0.0251631,0.00838771,0.0251631,0.00838771,0.0251631,0.00838771
59,1231.8,0.5324,0.49183,0.00593,0.75211,0.83783,0.88788,0.80326,0.4796,0.66415,0.00658,0.0250783,0.00835943,0.0250783,0.00835943,0.0250783,0.00835943,0.0250783,0.00835943
60,1252.33,0.5249,0.47201,0.00599,0.74012,0.77154,0.8463,0.74881,0.54447,0.82957,0.00727,0.0249934,0.00833114,0.0249934,0.00833114,0.0249934,0.00833114,0.0249934,0.00833114
61,1273.1,0.53459,0.47922,0.00621,0.70544,0.78445,0.80168,0.7126,0.52669,1.04024,0.00733,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286,0.0249086,0.00830286
62,1294.59,0.52325,0.47392,0.00607,0.74448,0.84377,0.8722,0.79284,0.49171,0.70376,0.00689,0.0248237,0.00827457,0.0248237,0.00827457,0.0248237,0.00827457,0.0248237,0.00827457
63,1315.39,0.52316,0.45078,0.00612,0.70989,0.75668,0.82402,0.74705,0.48581,0.8505,0.00637,0.0247389,0.00824629,0.0247389,0.00824629,0.0247389,0.00824629,0.0247389,0.00824629
64,1335.63,0.54321,0.47555,0.00656,0.71901,0.69971,0.78012,0.70274,0.48462,0.97178,0.00623,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
65,1357.02,0.52587,0.41512,0.00608,0.80384,0.75985,0.85127,0.77733,0.46738,0.78516,0.00618,0.0245691,0.00818971,0.0245691,0.00818971,0.0245691,0.00818971,0.0245691,0.00818971
66,1377.46,0.53522,0.43103,0.00627,0.70514,0.84332,0.83922,0.74732,0.51226,0.79783,0.00672,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143,0.0244843,0.00816143
67,1399.17,0.51936,0.43506,0.00575,0.76086,0.78809,0.83864,0.76053,0.49071,0.74501,0.00666,0.0243994,0.00813314,0.0243994,0.00813314,0.0243994,0.00813314,0.0243994,0.00813314
68,1420.58,0.52285,0.40986,0.0061,0.84254,0.81004,0.85296,0.77875,0.47153,0.71295,0.00618,0.0243146,0.00810486,0.0243146,0.00810486,0.0243146,0.00810486,0.0243146,0.00810486
69,1441.2,0.53276,0.40236,0.00595,0.81658,0.86559,0.90913,0.82165,0.48817,0.58084,0.00629,0.0242297,0.00807657,0.0242297,0.00807657,0.0242297,0.00807657,0.0242297,0.00807657
70,1460.2,0.54134,0.45257,0.00634,0.74826,0.79679,0.83789,0.74572,0.5493,0.85929,0.00761,0.0241449,0.00804829,0.0241449,0.00804829,0.0241449,0.00804829,0.0241449,0.00804829
71,1480.69,0.51638,0.42123,0.00583,0.77089,0.74598,0.82315,0.72301,0.55107,0.95477,0.00732,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
72,1501.48,0.54074,0.48208,0.00608,0.76122,0.77177,0.83937,0.753,0.51123,0.77807,0.00698,0.0239751,0.00799171,0.0239751,0.00799171,0.0239751,0.00799171,0.0239751,0.00799171
73,1523.03,0.52259,0.40785,0.00598,0.73055,0.78811,0.80857,0.727,0.54667,0.89044,0.00754,0.0238903,0.00796343,0.0238903,0.00796343,0.0238903,0.00796343,0.0238903,0.00796343
74,1544.41,0.51352,0.42246,0.00567,0.80332,0.80139,0.84624,0.77418,0.49971,0.77144,0.00694,0.0238054,0.00793514,0.0238054,0.00793514,0.0238054,0.00793514,0.0238054,0.00793514
75,1565.43,0.4948,0.36046,0.00581,0.84035,0.69161,0.85376,0.76189,0.52069,0.85883,0.00688,0.0237206,0.00790686,0.0237206,0.00790686,0.0237206,0.00790686,0.0237206,0.00790686
76,1585.58,0.50402,0.4249,0.00578,0.84452,0.71581,0.83439,0.74146,0.53745,0.77131,0.00705,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857
77,1606.31,0.51365,0.39523,0.00587,0.7292,0.78169,0.83056,0.74945,0.47202,0.8299,0.00618,0.0235509,0.00785029,0.0235509,0.00785029,0.0235509,0.00785029,0.0235509,0.00785029
78,1627.29,0.50638,0.35205,0.00568,0.79123,0.83726,0.89259,0.79481,0.48297,0.61823,0.00652,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
79,1645.69,0.51952,0.429,0.00607,0.75809,0.76058,0.81793,0.73637,0.51731,0.8969,0.00745,0.0233811,0.00779371,0.0233811,0.00779371,0.0233811,0.00779371,0.0233811,0.00779371
80,1660.97,0.49727,0.38277,0.00564,0.75201,0.81923,0.84948,0.76944,0.51555,0.7386,0.00733,0.0232963,0.00776543,0.0232963,0.00776543,0.0232963,0.00776543,0.0232963,0.00776543
81,1680.16,0.51571,0.46443,0.00612,0.68157,0.81393,0.83,0.73568,0.49847,0.7878,0.00682,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714
82,1701.04,0.49475,0.44285,0.00571,0.75452,0.74535,0.83132,0.76211,0.48128,0.87894,0.00643,0.0231266,0.00770886,0.0231266,0.00770886,0.0231266,0.00770886,0.0231266,0.00770886
83,1722.69,0.51722,0.4149,0.0058,0.87662,0.69176,0.84772,0.75849,0.51324,0.81671,0.00702,0.0230417,0.00768057,0.0230417,0.00768057,0.0230417,0.00768057,0.0230417,0.00768057
84,1743.47,0.52039,0.41948,0.0059,0.72447,0.84983,0.85574,0.74667,0.52432,0.80994,0.00685,0.0229569,0.00765229,0.0229569,0.00765229,0.0229569,0.00765229,0.0229569,0.00765229
85,1764.93,0.52265,0.43351,0.00585,0.76267,0.76196,0.83418,0.74221,0.50493,0.84709,0.0067,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
86,1785.95,0.49961,0.41637,0.00566,0.81821,0.78135,0.85201,0.76892,0.47416,0.6748,0.00599,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571
87,1804.98,0.4796,0.39653,0.00536,0.79113,0.83128,0.85147,0.78692,0.45877,0.71047,0.00631,0.0227023,0.00756743,0.0227023,0.00756743,0.0227023,0.00756743,0.0227023,0.00756743
88,1825.32,0.49362,0.35636,0.00584,0.72972,0.86397,0.85986,0.78518,0.46788,0.67209,0.00655,0.0226174,0.00753914,0.0226174,0.00753914,0.0226174,0.00753914,0.0226174,0.00753914
89,1846.55,0.50785,0.35761,0.00601,0.81693,0.79919,0.8774,0.7862,0.49104,0.67977,0.00673,0.0225326,0.00751086,0.0225326,0.00751086,0.0225326,0.00751086,0.0225326,0.00751086
90,1867.94,0.47041,0.39746,0.00519,0.83524,0.80031,0.85343,0.76492,0.50326,0.73245,0.00708,0.0224477,0.00748257,0.0224477,0.00748257,0.0224477,0.00748257,0.0224477,0.00748257
91,1889.1,0.49351,0.39554,0.00568,0.71761,0.80508,0.79671,0.71981,0.50403,0.86977,0.0068,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429
92,1909.43,0.47515,0.37062,0.0055,0.84146,0.76573,0.87798,0.80963,0.45675,0.66711,0.00624,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
93,1930.69,0.50399,0.40762,0.00546,0.75591,0.69494,0.81291,0.7437,0.47165,0.98444,0.00627,0.0221931,0.00739771,0.0221931,0.00739771,0.0221931,0.00739771,0.0221931,0.00739771
94,1951.37,0.48445,0.39954,0.00559,0.85236,0.78815,0.85977,0.78215,0.49363,0.79616,0.00672,0.0221083,0.00736943,0.0221083,0.00736943,0.0221083,0.00736943,0.0221083,0.00736943
95,1972.25,0.4833,0.37237,0.00559,0.73777,0.83178,0.84416,0.75357,0.49097,0.80418,0.00643,0.0220234,0.00734114,0.0220234,0.00734114,0.0220234,0.00734114,0.0220234,0.00734114
96,1993.41,0.48733,0.37216,0.00541,0.7322,0.83631,0.86134,0.77393,0.50599,0.69014,0.00695,0.0219386,0.00731286,0.0219386,0.00731286,0.0219386,0.00731286,0.0219386,0.00731286
97,2014.78,0.48516,0.34277,0.00556,0.80364,0.79576,0.85624,0.77458,0.4739,0.74334,0.0065,0.0218537,0.00728457,0.0218537,0.00728457,0.0218537,0.00728457,0.0218537,0.00728457
98,2036.71,0.46617,0.31965,0.00543,0.79134,0.767,0.857,0.77336,0.47033,0.80511,0.00605,0.0217689,0.00725629,0.0217689,0.00725629,0.0217689,0.00725629,0.0217689,0.00725629
99,2058.14,0.48662,0.33568,0.0055,0.85068,0.76323,0.88323,0.79945,0.46762,0.66038,0.00596,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
100,2078.64,0.45306,0.32939,0.00511,0.82814,0.80094,0.87273,0.79069,0.44805,0.74817,0.00591,0.0215991,0.00719971,0.0215991,0.00719971,0.0215991,0.00719971,0.0215991,0.00719971
101,2100.14,0.44699,0.33797,0.00509,0.82429,0.78933,0.8538,0.7759,0.46677,0.69459,0.00627,0.0215143,0.00717143,0.0215143,0.00717143,0.0215143,0.00717143,0.0215143,0.00717143
102,2121.09,0.45852,0.31456,0.00521,0.77577,0.7698,0.83909,0.7534,0.48598,0.78703,0.00637,0.0214294,0.00714314,0.0214294,0.00714314,0.0214294,0.00714314,0.0214294,0.00714314
103,2142.22,0.45377,0.30081,0.00521,0.80534,0.87533,0.88835,0.79762,0.48044,0.63406,0.00619,0.0213446,0.00711486,0.0213446,0.00711486,0.0213446,0.00711486,0.0213446,0.00711486
104,2162.89,0.45386,0.34412,0.00524,0.85773,0.82304,0.87687,0.80184,0.44338,0.64726,0.00568,0.0212597,0.00708657,0.0212597,0.00708657,0.0212597,0.00708657,0.0212597,0.00708657
105,2184.11,0.45733,0.34002,0.00509,0.66579,0.85764,0.85354,0.77913,0.47183,0.8192,0.00614,0.0211749,0.00705829,0.0211749,0.00705829,0.0211749,0.00705829,0.0211749,0.00705829
106,2205.23,0.46898,0.33529,0.00536,0.80519,0.80157,0.86846,0.77739,0.50686,0.71324,0.00679,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
107,2225.77,0.46259,0.33786,0.00533,0.82013,0.79036,0.87365,0.7871,0.468,0.6813,0.00622,0.0210051,0.00700171,0.0210051,0.00700171,0.0210051,0.00700171,0.0210051,0.00700171
108,2245.79,0.44515,0.33177,0.0049,0.82087,0.79031,0.88189,0.79935,0.4614,0.64269,0.00624,0.0209203,0.00697343,0.0209203,0.00697343,0.0209203,0.00697343,0.0209203,0.00697343
109,2266.2,0.44429,0.28254,0.00515,0.78409,0.84133,0.87102,0.78037,0.48121,0.66228,0.00645,0.0208354,0.00694514,0.0208354,0.00694514,0.0208354,0.00694514,0.0208354,0.00694514
110,2287.22,0.43769,0.32541,0.00503,0.78371,0.80111,0.85764,0.77221,0.49529,0.92916,0.00676,0.0207506,0.00691686,0.0207506,0.00691686,0.0207506,0.00691686,0.0207506,0.00691686
111,2308.37,0.45764,0.28446,0.00524,0.82521,0.72451,0.82192,0.7403,0.49572,0.87155,0.00722,0.0206657,0.00688857,0.0206657,0.00688857,0.0206657,0.00688857,0.0206657,0.00688857
112,2329.31,0.44239,0.29582,0.00495,0.81829,0.80941,0.87702,0.81282,0.41149,0.70602,0.00569,0.0205809,0.00686029,0.0205809,0.00686029,0.0205809,0.00686029,0.0205809,0.00686029
113,2350.78,0.44068,0.30435,0.00474,0.78531,0.85361,0.90143,0.837,0.43106,0.58188,0.00599,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
114,2372.64,0.4373,0.28414,0.00502,0.79609,0.79956,0.84857,0.75912,0.48047,0.82293,0.00662,0.0204111,0.00680371,0.0204111,0.00680371,0.0204111,0.00680371,0.0204111,0.00680371
115,2394.61,0.44448,0.28402,0.0048,0.85059,0.75393,0.85628,0.77742,0.45524,0.72801,0.00607,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543
116,2416.89,0.43397,0.29066,0.00495,0.80848,0.791,0.87038,0.79955,0.43864,0.74554,0.00573,0.0202414,0.00674714,0.0202414,0.00674714,0.0202414,0.00674714,0.0202414,0.00674714
117,2438.6,0.44268,0.31333,0.00502,0.80881,0.82981,0.86268,0.78853,0.4551,0.7686,0.0064,0.0201566,0.00671886,0.0201566,0.00671886,0.0201566,0.00671886,0.0201566,0.00671886
118,2459.81,0.43726,0.27373,0.00484,0.79666,0.86179,0.86492,0.78419,0.4739,0.70456,0.00668,0.0200717,0.00669057,0.0200717,0.00669057,0.0200717,0.00669057,0.0200717,0.00669057
119,2481.64,0.41008,0.29635,0.00472,0.88994,0.83654,0.91325,0.8347,0.42986,0.53005,0.00593,0.0199869,0.00666229,0.0199869,0.00666229,0.0199869,0.00666229,0.0199869,0.00666229
120,2502.42,0.43169,0.30557,0.00475,0.85679,0.86252,0.90452,0.83514,0.43724,0.56219,0.00581,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
121,2524.4,0.43773,0.31237,0.00501,0.83452,0.85411,0.90021,0.81774,0.46553,0.62973,0.00682,0.0198171,0.00660571,0.0198171,0.00660571,0.0198171,0.00660571,0.0198171,0.00660571
122,2545.55,0.45284,0.29142,0.00499,0.85044,0.88978,0.89053,0.81742,0.45552,0.61386,0.00655,0.0197323,0.00657743,0.0197323,0.00657743,0.0197323,0.00657743,0.0197323,0.00657743
123,2567.52,0.41093,0.26316,0.00482,0.77319,0.84977,0.8702,0.80462,0.41925,0.71337,0.00576,0.0196474,0.00654914,0.0196474,0.00654914,0.0196474,0.00654914,0.0196474,0.00654914
124,2589.22,0.43518,0.24782,0.00472,0.76612,0.86946,0.8771,0.79553,0.46198,0.74677,0.00627,0.0195626,0.00652086,0.0195626,0.00652086,0.0195626,0.00652086,0.0195626,0.00652086
125,2609.83,0.41255,0.26249,0.00473,0.8372,0.80352,0.86804,0.7949,0.44202,0.71699,0.00609,0.0194777,0.00649257,0.0194777,0.00649257,0.0194777,0.00649257,0.0194777,0.00649257
126,2632.08,0.42587,0.30111,0.00467,0.76633,0.82267,0.87197,0.80317,0.42759,0.72605,0.00592,0.0193929,0.00646429,0.0193929,0.00646429,0.0193929,0.00646429,0.0193929,0.00646429
127,2653.17,0.42234,0.28127,0.00473,0.77754,0.83606,0.88856,0.82534,0.4124,0.70078,0.00543,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
128,2673.34,0.4188,0.27072,0.00456,0.75592,0.89797,0.89261,0.82548,0.43668,0.63874,0.0061,0.0192231,0.00640771,0.0192231,0.00640771,0.0192231,0.00640771,0.0192231,0.00640771
129,2694.6,0.43157,0.24486,0.00482,0.88867,0.8813,0.91634,0.84549,0.42647,0.53248,0.00608,0.0191383,0.00637943,0.0191383,0.00637943,0.0191383,0.00637943,0.0191383,0.00637943
130,2715.81,0.40915,0.27605,0.0047,0.85287,0.84813,0.91007,0.83681,0.44495,0.54939,0.00619,0.0190534,0.00635114,0.0190534,0.00635114,0.0190534,0.00635114,0.0190534,0.00635114
131,2737.72,0.41008,0.27216,0.0047,0.78037,0.89036,0.87765,0.8015,0.44794,0.68673,0.00579,0.0189686,0.00632286,0.0189686,0.00632286,0.0189686,0.00632286,0.0189686,0.00632286
132,2759.14,0.43396,0.28701,0.00488,0.85682,0.8484,0.88068,0.80355,0.44298,0.66665,0.00587,0.0188837,0.00629457,0.0188837,0.00629457,0.0188837,0.00629457,0.0188837,0.00629457
