epoch;time;train/box_loss;train/cls_loss;train/dfl_loss;metrics/precision(B);metrics/recall(B);metrics/mAP50(B);metrics/mAP50-95(B);val/box_loss;val/cls_loss;val/dfl_loss;lr/pg0;lr/pg1;lr/pg2
143;6642,37;0,56758;0,43083;0,007;0,79278;0,86848;0,8724;0,73457;0,72766;0,64516;0,01045;0,00598343;0,00598343;0,00598343
144;6696,8;0,63748;0,48182;0,00835;0,81005;0,83305;0,89336;0,75891;0,721;0,64544;0,00979;0,00595514;0,00595514;0,00595514
145;6737,34;0,60807;0,41269;0,00768;0,82797;0,83856;0,89194;0,76361;0,68331;0,59397;0,00917;0,00592686;0,00592686;0,00592686
146;6788,37;0,59825;0,44718;0,00754;0,84992;0,83452;0,90856;0,77823;0,69851;0,63261;0,00939;0,00589857;0,00589857;0,00589857
147;6830,31;0,57799;0,41803;0,00752;0,84873;0,76744;0,88858;0,77056;0,64917;0,65825;0,00878;0,00587029;0,00587029;0,00587029
148;6884,16;0,60663;0,48079;0,00751;0,84165;0,83992;0,88953;0,75436;0,71949;0,59579;0,00978;0,005842;0,005842;0,005842
149;6918,13;0,58085;0,4487;0,00726;0,82445;0,86543;0,90625;0,77316;0,66222;0,5255;0,00889;0,00581371;0,00581371;0,00581371
150;6973,57;0,61005;0,46934;0,00765;0,89156;0,81588;0,89595;0,76758;0,69138;0,61837;0,00938;0,00578543;0,00578543;0,00578543
151;7021,34;0,61465;0,47167;0,00769;0,79505;0,852;0,88222;0,74804;0,73777;0,65907;0,01019;0,00575714;0,00575714;0,00575714
152;7057,02;0,62211;0,46878;0,00815;0,84292;0,82199;0,89594;0,7746;0,69727;0,59402;0,00943;0,00572886;0,00572886;0,00572886
153;7105,27;0,58448;0,43014;0,00754;0,8876;0,83722;0,91697;0,79289;0,63727;0,57664;0,00858;0,00570057;0,00570057;0,00570057
154;7150,55;0,62213;0,42459;0,00785;0,91808;0,88212;0,93258;0,79109;0,69951;0,55363;0,00946;0,00567229;0,00567229;0,00567229
155;7192,63;0,57687;0,42421;0,00718;0,88517;0,85836;0,92445;0,77918;0,70452;0,52196;0,00959;0,005644;0,005644;0,005644
156;7245,68;0,59604;0,43385;0,00752;0,90576;0,7654;0,91003;0,77677;0,70681;0,60313;0,00948;0,00561571;0,00561571;0,00561571
157;7312,25;0,57854;0,45621;0,00734;0,86579;0,82221;0,91604;0,7847;0,69901;0,62845;0,00948;0,00558743;0,00558743;0,00558743
158;7341,47;0,57948;0,42245;0,00728;0,90685;0,78415;0,9074;0,77696;0,69044;0,61337;0,00949;0,00555914;0,00555914;0,00555914
159;7384;0,59962;0,41697;0,0073;0,759;0,85102;0,89758;0,78598;0,67564;0,64519;0,00933;0,00553086;0,00553086;0,00553086
160;7429,62;0,57439;0,37807;0,00736;0,89599;0,86867;0,93519;0,82374;0,62982;0,58785;0,00884;0,00550257;0,00550257;0,00550257
161;7477,43;0,55206;0,39388;0,00722;0,91628;0,79197;0,91615;0,79649;0,65615;0,60971;0,00901;0,00547429;0,00547429;0,00547429
162;7522,7;0,5491;0,41801;0,00713;0,8688;0,82763;0,90503;0,77481;0,69643;0,63529;0,00946;0,005446;0,005446;0,005446
163;7564,86;0,56196;0,45318;0,00697;0,85152;0,7883;0,87878;0,74344;0,72427;0,67616;0,00998;0,00541771;0,00541771;0,00541771
164;7622,69;0,55626;0,45214;0,00695;0,82565;0,82782;0,90518;0,78612;0,66678;0,61925;0,00911;0,00538943;0,00538943;0,00538943
165;7663,52;0,53936;0,43571;0,00677;0,88753;0,79175;0,89655;0,7839;0,65386;0,61524;0,00878;0,00536114;0,00536114;0,00536114
166;7693,99;0,58976;0,40337;0,00744;0,85935;0,82817;0,91304;0,78277;0,67364;0,59738;0,00898;0,00533286;0,00533286;0,00533286
167;7754,8;0,56432;0,42344;0,00718;0,86611;0,88933;0,91261;0,79525;0,66359;0,6116;0,0089;0,00530457;0,00530457;0,00530457
168;7776,86;0,55618;0,4327;0,00707;0,86595;0,8314;0,88895;0,77326;0,67525;0,67558;0,00921;0,00527629;0,00527629;0,00527629
169;7817,14;0,54493;0,41904;0,00711;0,90959;0,87122;0,91203;0,78929;0,65814;0,61136;0,00909;0,005248;0,005248;0,005248
170;7859,89;0,54041;0,38726;0,00723;0,85642;0,90337;0,92487;0,80124;0,67404;0,55694;0,00915;0,00521971;0,00521971;0,00521971
171;7926,58;0,53398;0,38171;0,00656;0,86741;0,83117;0,91652;0,80073;0,63643;0,58677;0,00842;0,00519143;0,00519143;0,00519143
172;7992,76;0,54161;0,42202;0,00693;0,86233;0,84988;0,89374;0,78344;0,63847;0,63695;0,00876;0,00516314;0,00516314;0,00516314
173;8025,15;0,55115;0,38904;0,00715;0,84838;0,78811;0,89688;0,77921;0,66027;0,66705;0,00892;0,00513486;0,00513486;0,00513486
174;8055,45;0,5671;0,42492;0,00717;0,8413;0,82753;0,90465;0,77036;0,68624;0,56279;0,00931;0,00510657;0,00510657;0,00510657
175;8102,69;0,52788;0,38556;0,00669;0,89714;0,80425;0,90784;0,78209;0,69616;0,52572;0,00963;0,00507829;0,00507829;0,00507829
176;8153,78;0,52566;0,37835;0,00658;0,82051;0,90336;0,93042;0,80181;0,66428;0,58504;0,00912;0,00505;0,00505;0,00505
177;8190,35;0,55105;0,421;0,00696;0,90114;0,85889;0,91819;0,79234;0,66735;0,49877;0,00911;0,00502171;0,00502171;0,00502171
178;8238,63;0,52909;0,39118;0,00685;0,89294;0,78641;0,91103;0,77962;0,65338;0,52753;0,00892;0,00499343;0,00499343;0,00499343
179;8280,68;0,54501;0,37205;0,00669;0,86366;0,84874;0,91808;0,78239;0,67756;0,54515;0,00928;0,00496514;0,00496514;0,00496514
180;8322,38;0,52063;0,34223;0,00642;0,88851;0,79651;0,91004;0,77334;0,70265;0,52647;0,00954;0,00493686;0,00493686;0,00493686
