epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
67,1106.62,0.64028,0.67314,0.00625,0.81687,0.65971,0.8094,0.74411,0.47608,0.95038,0.00676,0.0243994,0.00813314,0.0243994,0.00813314,0.0243994,0.00813314,0.0243994,0.00813314
68,1124.61,0.6675,0.65833,0.00655,0.71615,0.67862,0.75769,0.67742,0.50746,1.13977,0.00697,0.0243146,0.00810486,0.0243146,0.00810486,0.0243146,0.00810486,0.0243146,0.00810486
69,1143.69,0.68733,0.67797,0.00662,0.71352,0.7418,0.81342,0.73794,0.49502,0.94224,0.00712,0.0242297,0.00807657,0.0242297,0.00807657,0.0242297,0.00807657,0.0242297,0.00807657
70,1162.14,0.67699,0.72978,0.00691,0.76838,0.69405,0.82928,0.7562,0.45586,0.90661,0.00626,0.0241449,0.00804829,0.0241449,0.00804829,0.0241449,0.00804829,0.0241449,0.00804829
71,1182.17,0.66809,0.70994,0.00654,0.77069,0.73499,0.83732,0.7625,0.47422,0.81832,0.00641,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
72,1200.94,0.67396,0.70269,0.00667,0.7755,0.78695,0.84701,0.76014,0.50558,0.76799,0.00723,0.0239751,0.00799171,0.0239751,0.00799171,0.0239751,0.00799171,0.0239751,0.00799171
73,1219.67,0.6641,0.72318,0.00635,0.71666,0.81637,0.83473,0.75677,0.48575,0.98363,0.00637,0.0238903,0.00796343,0.0238903,0.00796343,0.0238903,0.00796343,0.0238903,0.00796343
74,1238.69,0.63875,0.68924,0.00637,0.74134,0.78552,0.84497,0.78266,0.45488,0.75425,0.00634,0.0238054,0.00793514,0.0238054,0.00793514,0.0238054,0.00793514,0.0238054,0.00793514
75,1253.67,0.67215,0.66939,0.00654,0.80687,0.73623,0.84675,0.76335,0.47869,0.83062,0.00629,0.0237206,0.00790686,0.0237206,0.00790686,0.0237206,0.00790686,0.0237206,0.00790686
76,1266.91,0.66138,0.73459,0.00652,0.80323,0.68381,0.81433,0.7255,0.49059,0.88803,0.00658,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857,0.0236357,0.00787857
77,1283.99,0.6507,0.67995,0.00644,0.77886,0.77105,0.82771,0.74691,0.45258,0.78159,0.00602,0.0235509,0.00785029,0.0235509,0.00785029,0.0235509,0.00785029,0.0235509,0.00785029
78,1298.02,0.65322,0.70024,0.00657,0.70679,0.85524,0.86285,0.78247,0.4598,0.68852,0.00646,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
79,1311.5,0.65379,0.65814,0.00644,0.7949,0.76353,0.86002,0.78858,0.43205,0.72113,0.00596,0.0233811,0.00779371,0.0233811,0.00779371,0.0233811,0.00779371,0.0233811,0.00779371
80,1328.78,0.6562,0.66481,0.00663,0.81784,0.81353,0.88403,0.81216,0.44835,0.66185,0.00604,0.0232963,0.00776543,0.0232963,0.00776543,0.0232963,0.00776543,0.0232963,0.00776543
81,1347.33,0.65679,0.63197,0.00627,0.83026,0.77694,0.85885,0.79066,0.47274,0.67866,0.00628,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714,0.0232114,0.00773714
82,1365.83,0.68449,0.68116,0.00669,0.76851,0.78703,0.84979,0.76724,0.46427,0.78803,0.0058,0.0231266,0.00770886,0.0231266,0.00770886,0.0231266,0.00770886,0.0231266,0.00770886
83,1384.28,0.65007,0.62176,0.00633,0.68748,0.8486,0.85236,0.77559,0.45241,0.8116,0.00584,0.0230417,0.00768057,0.0230417,0.00768057,0.0230417,0.00768057,0.0230417,0.00768057
84,1402.35,0.63261,0.63466,0.00633,0.74486,0.84061,0.85607,0.77229,0.46473,0.76151,0.00664,0.0229569,0.00765229,0.0229569,0.00765229,0.0229569,0.00765229,0.0229569,0.00765229
85,1421.05,0.65695,0.65594,0.0065,0.80631,0.80772,0.87927,0.80056,0.45522,0.62098,0.00641,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
86,1439.62,0.64987,0.67283,0.00665,0.76728,0.87273,0.8883,0.80714,0.45281,0.60495,0.00618,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571,0.0227871,0.00759571
87,1458.04,0.66286,0.64792,0.00683,0.75398,0.78452,0.85163,0.78693,0.43585,0.75106,0.00595,0.0227023,0.00756743,0.0227023,0.00756743,0.0227023,0.00756743,0.0227023,0.00756743
88,1476.03,0.65543,0.63119,0.00665,0.81898,0.74342,0.85333,0.78368,0.43937,0.73156,0.00614,0.0226174,0.00753914,0.0226174,0.00753914,0.0226174,0.00753914,0.0226174,0.00753914
89,1491.48,0.63232,0.60458,0.00624,0.69505,0.8193,0.81218,0.74192,0.48503,0.92895,0.00653,0.0225326,0.00751086,0.0225326,0.00751086,0.0225326,0.00751086,0.0225326,0.00751086
90,1510.87,0.64141,0.61057,0.00618,0.83928,0.71368,0.87047,0.77991,0.47434,0.80837,0.00608,0.0224477,0.00748257,0.0224477,0.00748257,0.0224477,0.00748257,0.0224477,0.00748257
91,1529.37,0.63994,0.61783,0.00639,0.77291,0.75048,0.83268,0.75949,0.4691,0.79832,0.00632,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429,0.0223629,0.00745429
92,1547.5,0.64022,0.59952,0.0061,0.76924,0.71935,0.82304,0.75687,0.4544,0.91764,0.00624,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
93,1566.32,0.62309,0.58109,0.00612,0.83289,0.72256,0.87245,0.7975,0.44794,0.71635,0.00595,0.0221931,0.00739771,0.0221931,0.00739771,0.0221931,0.00739771,0.0221931,0.00739771
94,1581.03,0.64159,0.6183,0.00628,0.78397,0.78262,0.85314,0.78019,0.44863,0.80262,0.00605,0.0221083,0.00736943,0.0221083,0.00736943,0.0221083,0.00736943,0.0221083,0.00736943
95,1600.12,0.6502,0.625,0.00652,0.75059,0.82193,0.86277,0.7813,0.44022,0.75811,0.00584,0.0220234,0.00734114,0.0220234,0.00734114,0.0220234,0.00734114,0.0220234,0.00734114
96,1618.97,0.63241,0.62658,0.00639,0.76478,0.73154,0.85282,0.77984,0.46059,0.74978,0.00637,0.0219386,0.00731286,0.0219386,0.00731286,0.0219386,0.00731286,0.0219386,0.00731286
97,1638.13,0.64833,0.63468,0.00643,0.81095,0.74139,0.82911,0.75967,0.42487,0.82425,0.00588,0.0218537,0.00728457,0.0218537,0.00728457,0.0218537,0.00728457,0.0218537,0.00728457
98,1654.02,0.64518,0.6118,0.00666,0.78112,0.81265,0.84316,0.77376,0.46242,0.75956,0.00642,0.0217689,0.00725629,0.0217689,0.00725629,0.0217689,0.00725629,0.0217689,0.00725629
99,1666.27,0.63464,0.57398,0.00623,0.72207,0.78804,0.84317,0.7729,0.4446,0.74127,0.00586,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
100,1679.11,0.6197,0.57036,0.00618,0.7248,0.75797,0.82893,0.75866,0.41898,0.81653,0.00575,0.0215991,0.00719971,0.0215991,0.00719971,0.0215991,0.00719971,0.0215991,0.00719971
101,1693.17,0.62512,0.56533,0.00608,0.81971,0.74858,0.87447,0.78523,0.47926,0.73501,0.00623,0.0215143,0.00717143,0.0215143,0.00717143,0.0215143,0.00717143,0.0215143,0.00717143
102,1707.34,0.63691,0.56328,0.00624,0.78824,0.82254,0.87713,0.80418,0.47981,0.72421,0.0064,0.0214294,0.00714314,0.0214294,0.00714314,0.0214294,0.00714314,0.0214294,0.00714314
103,1722.93,0.64139,0.58688,0.0067,0.75674,0.77753,0.83884,0.76465,0.46928,0.81289,0.00639,0.0213446,0.00711486,0.0213446,0.00711486,0.0213446,0.00711486,0.0213446,0.00711486
104,1741.62,0.60748,0.56281,0.00609,0.79049,0.7897,0.85997,0.78037,0.451,0.7939,0.0059,0.0212597,0.00708657,0.0212597,0.00708657,0.0212597,0.00708657,0.0212597,0.00708657
105,1761.07,0.61387,0.55557,0.00618,0.76399,0.75166,0.81775,0.74618,0.44125,0.89901,0.00588,0.0211749,0.00705829,0.0211749,0.00705829,0.0211749,0.00705829,0.0211749,0.00705829
106,1780.09,0.64512,0.58731,0.00639,0.7687,0.78711,0.85405,0.77896,0.45436,0.79371,0.00619,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
107,1799.48,0.61552,0.59238,0.00646,0.71907,0.82012,0.83593,0.76308,0.43906,0.83281,0.00586,0.0210051,0.00700171,0.0210051,0.00700171,0.0210051,0.00700171,0.0210051,0.00700171
108,1816.17,0.6378,0.5663,0.0065,0.82133,0.73719,0.84687,0.77277,0.46215,0.77882,0.00639,0.0209203,0.00697343,0.0209203,0.00697343,0.0209203,0.00697343,0.0209203,0.00697343
109,1832.06,0.64429,0.5987,0.00634,0.76221,0.76866,0.81303,0.75509,0.42416,0.97207,0.00548,0.0208354,0.00694514,0.0208354,0.00694514,0.0208354,0.00694514,0.0208354,0.00694514
110,1850.67,0.63669,0.58044,0.00613,0.75448,0.72306,0.81278,0.74496,0.42872,0.92404,0.00563,0.0207506,0.00691686,0.0207506,0.00691686,0.0207506,0.00691686,0.0207506,0.00691686
111,1870.38,0.57835,0.57297,0.00562,0.73291,0.74046,0.79363,0.71816,0.46918,0.9676,0.00627,0.0206657,0.00688857,0.0206657,0.00688857,0.0206657,0.00688857,0.0206657,0.00688857
112,1888.89,0.61832,0.58054,0.00612,0.8005,0.78771,0.84654,0.77703,0.41703,0.71838,0.00549,0.0205809,0.00686029,0.0205809,0.00686029,0.0205809,0.00686029,0.0205809,0.00686029
113,1908.21,0.60847,0.56392,0.00607,0.75105,0.80119,0.87467,0.81778,0.38342,0.6458,0.00508,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
114,1924.06,0.60384,0.54762,0.00588,0.77253,0.8016,0.85161,0.79218,0.39975,0.75442,0.00531,0.0204111,0.00680371,0.0204111,0.00680371,0.0204111,0.00680371,0.0204111,0.00680371
115,1936.42,0.59997,0.57713,0.00575,0.71343,0.79473,0.83411,0.77346,0.41927,0.76255,0.00581,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543
116,1948.36,0.59515,0.57904,0.00596,0.85544,0.68785,0.86244,0.79106,0.40715,0.72482,0.00561,0.0202414,0.00674714,0.0202414,0.00674714,0.0202414,0.00674714,0.0202414,0.00674714
117,1964.4,0.60466,0.53547,0.00594,0.7779,0.77246,0.86101,0.79706,0.40493,0.82287,0.00541,0.0201566,0.00671886,0.0201566,0.00671886,0.0201566,0.00671886,0.0201566,0.00671886
118,1983.29,0.5991,0.56934,0.00582,0.77156,0.80044,0.88005,0.81667,0.40567,0.75364,0.0054,0.0200717,0.00669057,0.0200717,0.00669057,0.0200717,0.00669057,0.0200717,0.00669057
119,2002,0.58953,0.55964,0.00599,0.81614,0.78631,0.88403,0.80585,0.40982,0.73041,0.00547,0.0199869,0.00666229,0.0199869,0.00666229,0.0199869,0.00666229,0.0199869,0.00666229
120,2020.06,0.61901,0.59324,0.00613,0.70787,0.85018,0.86371,0.79583,0.43171,0.79686,0.00586,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
121,2038.8,0.6447,0.61916,0.00627,0.88956,0.69037,0.8955,0.82834,0.41776,0.64072,0.00545,0.0198171,0.00660571,0.0198171,0.00660571,0.0198171,0.00660571,0.0198171,0.00660571
122,2057.92,0.58301,0.5554,0.00582,0.83955,0.75063,0.87048,0.79874,0.44861,0.71148,0.00603,0.0197323,0.00657743,0.0197323,0.00657743,0.0197323,0.00657743,0.0197323,0.00657743
123,2077.39,0.59879,0.5674,0.00599,0.81356,0.80287,0.88545,0.82169,0.41857,0.71374,0.00561,0.0196474,0.00654914,0.0196474,0.00654914,0.0196474,0.00654914,0.0196474,0.00654914
124,2095.83,0.57423,0.57827,0.00539,0.81845,0.7311,0.87282,0.80437,0.42066,0.79694,0.00554,0.0195626,0.00652086,0.0195626,0.00652086,0.0195626,0.00652086,0.0195626,0.00652086
125,2115.02,0.61433,0.55297,0.00629,0.86452,0.77757,0.86709,0.79979,0.40691,0.69749,0.00523,0.0194777,0.00649257,0.0194777,0.00649257,0.0194777,0.00649257,0.0194777,0.00649257
126,2133.25,0.60887,0.57077,0.00593,0.8118,0.76117,0.88235,0.81144,0.40724,0.76718,0.00529,0.0193929,0.00646429,0.0193929,0.00646429,0.0193929,0.00646429,0.0193929,0.00646429
127,2152.28,0.57582,0.54105,0.00553,0.79434,0.68467,0.80296,0.73701,0.45535,0.94925,0.00614,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
128,2170.07,0.58153,0.53891,0.0059,0.75284,0.85992,0.87275,0.80491,0.41443,0.72944,0.0056,0.0192231,0.00640771,0.0192231,0.00640771,0.0192231,0.00640771,0.0192231,0.00640771
129,2188.82,0.58733,0.55436,0.00593,0.80643,0.79591,0.86692,0.80875,0.39462,0.72536,0.00518,0.0191383,0.00637943,0.0191383,0.00637943,0.0191383,0.00637943,0.0191383,0.00637943
130,2207.43,0.59953,0.54705,0.00612,0.81116,0.77747,0.87042,0.80054,0.43895,0.69579,0.00595,0.0190534,0.00635114,0.0190534,0.00635114,0.0190534,0.00635114,0.0190534,0.00635114
131,2226.53,0.59431,0.54573,0.00591,0.8302,0.76413,0.8892,0.8152,0.42085,0.71684,0.00557,0.0189686,0.00632286,0.0189686,0.00632286,0.0189686,0.00632286,0.0189686,0.00632286
132,2244.89,0.58536,0.51707,0.00567,0.78581,0.84356,0.89269,0.82489,0.41208,0.69677,0.00541,0.0188837,0.00629457,0.0188837,0.00629457,0.0188837,0.00629457,0.0188837,0.00629457
