epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,401.953,0.48304,0.50335,0.00526,0.79578,0.87875,0.89676,0.82983,0.40685,0.59286,0.00538,0.0004456,0.0004456,0.0004456
30,414.807,0.50298,0.53911,0.00538,0.7917,0.80845,0.89032,0.81964,0.40386,0.74754,0.00548,0.0004258,0.0004258,0.0004258
31,427.583,0.44455,0.44018,0.00468,0.72,0.87774,0.86729,0.80071,0.3958,0.72606,0.00551,0.000406,0.000406,0.000406
32,440.668,0.46554,0.48216,0.00512,0.83176,0.90002,0.92737,0.8747,0.38078,0.52757,0.00484,0.0003862,0.0003862,0.0003862
33,453.41,0.44423,0.40807,0.00462,0.80749,0.84973,0.90527,0.84822,0.37946,0.67549,0.00493,0.0003664,0.0003664,0.0003664
34,466.182,0.43199,0.41254,0.00448,0.8538,0.85666,0.93709,0.87248,0.3657,0.49886,0.00463,0.0003466,0.0003466,0.0003466
35,479.134,0.43012,0.42309,0.00464,0.84777,0.83431,0.90837,0.85865,0.36472,0.56913,0.00466,0.0003268,0.0003268,0.0003268
36,492.173,0.43215,0.42531,0.00452,0.74204,0.88956,0.91281,0.85464,0.37424,0.64272,0.00489,0.000307,0.000307,0.000307
37,505.086,0.41163,0.40201,0.00414,0.79903,0.79681,0.89157,0.8346,0.37279,0.79418,0.005,0.0002872,0.0002872,0.0002872
38,518.109,0.42133,0.41686,0.00451,0.76372,0.90637,0.90691,0.85707,0.35419,0.60915,0.00463,0.0002674,0.0002674,0.0002674
39,531.091,0.3993,0.34684,0.00432,0.76099,0.86948,0.89506,0.84181,0.37088,0.80128,0.00493,0.0002476,0.0002476,0.0002476
40,545.445,0.38885,0.38881,0.00406,0.79805,0.81216,0.89924,0.85064,0.33962,0.65496,0.00433,0.0002278,0.0002278,0.0002278
41,603.633,0.26354,0.1928,0.00324,0.81433,0.83764,0.90319,0.85415,0.35769,0.61815,0.00481,0.000208,0.000208,0.000208
42,616.582,0.24911,0.16336,0.00299,0.90913,0.77616,0.9225,0.86138,0.3576,0.58686,0.00467,0.0001882,0.0001882,0.0001882
43,629.444,0.25463,0.15898,0.003,0.79885,0.86369,0.92663,0.87117,0.34314,0.53684,0.00447,0.0001684,0.0001684,0.0001684
44,642.17,0.25332,0.14398,0.00285,0.90714,0.83018,0.93519,0.88098,0.35853,0.48738,0.00471,0.0001486,0.0001486,0.0001486
45,657.162,0.24314,0.14955,0.00295,0.86821,0.89679,0.93286,0.87775,0.35108,0.51068,0.00462,0.0001288,0.0001288,0.0001288
46,671.069,0.23604,0.13756,0.00258,0.86969,0.89489,0.93978,0.88527,0.33729,0.50197,0.00444,0.000109,0.000109,0.000109
47,684.247,0.23024,0.1381,0.00271,0.86736,0.86857,0.93173,0.88325,0.332,0.55214,0.0043,8.92e-05,8.92e-05,8.92e-05
48,697.506,0.21523,0.12787,0.00258,0.88762,0.82266,0.92383,0.87284,0.33617,0.57759,0.00444,6.94e-05,6.94e-05,6.94e-05
49,712.368,0.20442,0.11597,0.00227,0.89882,0.82753,0.92315,0.87095,0.32999,0.59195,0.00433,4.96e-05,4.96e-05,4.96e-05
50,725.331,0.211,0.13523,0.00246,0.89102,0.8202,0.92334,0.86948,0.33385,0.58999,0.00437,2.98e-05,2.98e-05,2.98e-05
